ship_type,route_id,distance,fuel_type,fuel_consumption,CO2_emissions,weather_conditions,engine_efficiency,speed,load,operational_cost
Fishing Trawler,Port Harcourt-Lagos,177.71,HFO,1454.54,3999.98,Stormy,70.12,10.18,65.28,727.27
Fishing Trawler,Port Harcourt-Lagos,60.04,Diesel,5150.88,13456.67,Moderate,71.53,24.55,93.83,3090.53
Fishing Trawler,Warri-Bonny,88.93,Ammonia,2470.57,339.7,Moderate,78.2,10.65,99.82,2223.51
Fishing Trawler,Escravos-Lagos,181.58,LNG,10882.79,22445.75,Calm,89.95,23.37,68.42,4897.26
Fishing Trawler,Escravos-Lagos,132.0,HFO,4897.4,13467.85,Stormy,78.94,17.92,72.43,2448.7
Fishing Trawler,Warri-Bonny,167.28,HFO,14142.42,38891.66,Moderate,88.66,24.89,86.1,7071.21
Fishing Trawler,Lagos-Apapa,194.52,LNG,4219.46,8702.64,Moderate,79.52,11.11,94.31,1898.76
Fishing Trawler,Port Harcourt-Lagos,168.83,Diesel,6890.52,18001.48,Calm,90.81,18.31,79.65,4134.31
Fishing Trawler,Lagos-Apapa,66.86,Methanol,4121.12,10199.77,Calm,94.9,24.54,69.58,2884.78
Fishing Trawler,Warri-Bonny,157.08,LNG,5311.82,10955.63,Calm,91.89,17.85,70.63,2390.32
Oil Service Boat,Warri-Bonny,138.57,Methanol,8900.8,22029.48,Stormy,86.99,19.44,84.78,6230.56
Oil Service Boat,Warri-Bonny,87.13,Diesel,3142.47,8209.7,Moderate,92.24,20.44,50.16,1885.48
Oil Service Boat,Escravos-Lagos,40.22,LNG,2014.67,4155.26,Calm,81.25,16.82,80.98,906.6
Oil Service Boat,Lagos-Apapa,102.82,Diesel,4674.96,12213.33,Stormy,78.2,19.41,67.77,2804.98
Oil Service Boat,Port Harcourt-Lagos,59.81,Ammonia,4081.97,561.27,Stormy,74.43,18.76,89.71,3673.77
Oil Service Boat,Port Harcourt-Lagos,88.01,LNG,5153.2,10628.47,Calm,84.21,23.52,54.65,2318.94
Oil Service Boat,Warri-Bonny,34.72,Diesel,481.68,1258.39,Calm,75.21,10.68,79.41,289.01
Oil Service Boat,Port Harcourt-Lagos,83.88,Diesel,1946.25,5084.58,Calm,81.38,14.21,74.05,1167.75
Oil Service Boat,Warri-Bonny,28.8,HFO,2518.91,6927.0,Moderate,74.63,24.26,82.12,1259.46
Oil Service Boat,Warri-Bonny,94.37,LNG,5371.08,11077.85,Calm,83.82,23.35,53.24,2416.99
Oil Service Boat,Port Harcourt-Lagos,42.76,HFO,1966.8,5408.7,Moderate,90.1,16.83,79.0,983.4
Oil Service Boat,Escravos-Lagos,27.68,LNG,1348.06,2780.37,Calm,75.02,19.3,78.07,606.63
Tanker Ship,Escravos-Lagos,52.87,Diesel,2248.72,5874.78,Calm,81.6,14.16,78.03,1349.23
Tanker Ship,Port Harcourt-Lagos,385.78,LNG,15187.37,31323.95,Calm,75.93,12.82,80.17,6834.32
Tanker Ship,Escravos-Lagos,52.64,Methanol,3567.13,8828.65,Stormy,73.7,16.96,83.82,2496.99
Tanker Ship,Lagos-Apapa,82.52,Methanol,4078.88,10095.23,Moderate,74.18,15.3,90.25,2855.22
Tanker Ship,Port Harcourt-Lagos,261.04,Methanol,18469.45,45711.89,Moderate,93.04,18.75,63.49,12928.62
Tanker Ship,Port Harcourt-Lagos,334.93,HFO,10166.47,27957.79,Moderate,83.98,11.17,91.25,5083.23
Tanker Ship,Warri-Bonny,420.75,HFO,46446.09,127726.75,Stormy,70.11,24.62,74.91,23223.04
Tanker Ship,Lagos-Apapa,214.34,LNG,22661.85,46740.07,Stormy,83.06,24.79,53.85,10197.83
Tanker Ship,Warri-Bonny,75.25,Diesel,2921.13,7631.45,Stormy,74.1,20.47,52.93,1752.68
Tanker Ship,Lagos-Apapa,222.44,Diesel,10559.12,27585.7,Moderate,71.64,18.04,66.71,6335.47
Tanker Ship,Lagos-Apapa,138.63,HFO,5831.65,16037.04,Moderate,77.61,14.64,89.24,2915.82
Tanker Ship,Escravos-Lagos,279.1,Diesel,21875.04,57148.54,Stormy,82.94,22.21,85.38,13125.02
Surfer Boat,Warri-Bonny,104.31,HFO,2876.23,7909.63,Calm,76.5,20.27,89.43,1438.12
Surfer Boat,Port Harcourt-Lagos,112.46,Ammonia,1760.69,242.09,Stormy,70.83,12.44,75.86,1584.62
Surfer Boat,Port Harcourt-Lagos,169.38,HFO,5703.46,15684.52,Stormy,70.11,23.66,72.01,2851.73
Surfer Boat,Warri-Bonny,22.13,LNG,470.81,971.05,Moderate,86.52,22.34,57.37,211.86
Surfer Boat,Warri-Bonny,44.26,HFO,1481.11,4073.05,Calm,87.98,24.25,66.41,740.56
Surfer Boat,Lagos-Apapa,26.44,LNG,637.86,1315.59,Calm,74.41,20.89,71.7,287.04
Surfer Boat,Warri-Bonny,174.74,Diesel,3479.6,9090.46,Stormy,74.19,19.2,54.43,2087.76
Surfer Boat,Port Harcourt-Lagos,81.98,Ammonia,1777.68,244.43,Moderate,77.44,16.27,61.03,1599.91
Surfer Boat,Lagos-Apapa,85.8,Ammonia,5448.04,749.11,Calm,82.28,23.99,79.91,4903.24
Surfer Boat,Port Harcourt-Lagos,190.75,Diesel,7807.52,20397.15,Stormy,73.54,22.99,86.78,4684.51
Surfer Boat,Port Harcourt-Lagos,134.05,Ammonia,1872.84,257.52,Calm,90.85,10.68,99.92,1685.56
Surfer Boat,Warri-Bonny,34.25,Hydrogen,974.89,0.0,Calm,70.79,10.4,96.66,1462.34
Fishing Trawler,Escravos-Lagos,123.45,Methanol,3746.71,9273.11,Stormy,80.13,15.65,82.13,2622.7
Fishing Trawler,Lagos-Apapa,136.29,Methanol,9782.74,24212.28,Stormy,72.15,22.16,71.06,6847.92
Fishing Trawler,Warri-Bonny,151.68,HFO,12246.2,33677.05,Stormy,92.66,24.81,81.81,6123.1
Fishing Trawler,Lagos-Apapa,146.62,LNG,3607.47,7440.41,Stormy,78.8,12.26,89.28,1623.36
Fishing Trawler,Lagos-Apapa,156.44,HFO,4043.35,11119.21,Stormy,84.18,18.91,55.92,2021.68
Fishing Trawler,Lagos-Apapa,166.63,HFO,3865.34,10629.69,Calm,83.51,15.71,70.5,1932.67
Fishing Trawler,Escravos-Lagos,187.79,Hydrogen,34867.48,0.0,Moderate,71.37,24.55,91.99,52301.22
Fishing Trawler,Port Harcourt-Lagos,172.54,Diesel,6885.38,17988.06,Stormy,74.65,22.63,69.19,4131.23
Fishing Trawler,Port Harcourt-Lagos,51.37,Methanol,2956.33,7316.92,Calm,82.74,22.57,78.59,2069.43
Fishing Trawler,Warri-Bonny,159.31,Methanol,6846.37,16944.77,Stormy,91.25,17.03,79.39,4792.46
Fishing Trawler,Port Harcourt-Lagos,100.03,Ammonia,3482.83,478.89,Stormy,81.29,16.22,59.22,3134.55
Fishing Trawler,Escravos-Lagos,124.4,Hydrogen,5789.01,0.0,Moderate,81.96,14.1,68.11,8683.52
Oil Service Boat,Escravos-Lagos,125.96,HFO,1560.45,4291.24,Stormy,78.68,10.85,66.73,780.22
Oil Service Boat,Lagos-Apapa,23.49,HFO,1051.25,2890.94,Moderate,83.47,22.97,51.31,525.62
Oil Service Boat,Escravos-Lagos,72.74,Diesel,2720.49,7107.28,Calm,88.54,22.19,51.21,1632.29
Oil Service Boat,Port Harcourt-Lagos,81.24,HFO,9489.01,26094.78,Calm,75.91,25.0,91.58,4744.5
Oil Service Boat,Escravos-Lagos,46.28,HFO,3095.14,8511.64,Stormy,79.85,24.95,63.65,1547.57
Oil Service Boat,Escravos-Lagos,63.33,Diesel,2734.77,7144.59,Stormy,75.03,18.33,75.9,1640.86
Oil Service Boat,Lagos-Apapa,118.26,Methanol,8328.37,20612.72,Moderate,86.78,21.53,64.94,5829.86
Oil Service Boat,Port Harcourt-Lagos,120.63,LNG,13067.25,26951.2,Stormy,72.32,24.17,97.03,5880.26
Oil Service Boat,Port Harcourt-Lagos,22.89,Diesel,1243.91,3249.71,Stormy,81.46,22.74,62.96,746.35
Oil Service Boat,Port Harcourt-Lagos,120.7,LNG,2919.7,6021.88,Stormy,85.24,13.71,71.48,1313.86
Oil Service Boat,Lagos-Apapa,79.61,HFO,3838.15,10554.91,Stormy,89.58,16.76,93.64,1919.08
Oil Service Boat,Warri-Bonny,44.43,HFO,877.98,2414.45,Calm,74.45,11.94,92.1,438.99
Oil Service Boat,Escravos-Lagos,62.94,Methanol,5283.23,13075.99,Moderate,80.19,24.31,59.31,3698.26
Oil Service Boat,Escravos-Lagos,114.25,LNG,6241.1,12872.27,Calm,91.73,19.09,90.13,2808.5
Oil Service Boat,Lagos-Apapa,117.37,Methanol,2962.37,7331.87,Stormy,87.14,13.43,72.91,2073.66
Oil Service Boat,Port Harcourt-Lagos,96.98,HFO,5408.37,14873.02,Moderate,91.53,20.08,74.15,2704.18
Oil Service Boat,Port Harcourt-Lagos,60.5,Methanol,2434.53,6025.46,Calm,82.93,19.27,56.67,1704.17
Oil Service Boat,Lagos-Apapa,32.84,LNG,714.32,1473.28,Calm,70.84,15.37,54.03,321.44
Oil Service Boat,Port Harcourt-Lagos,58.81,LNG,1156.11,2384.48,Stormy,91.68,11.7,86.4,520.25
Oil Service Boat,Port Harcourt-Lagos,141.59,LNG,8395.67,17316.07,Moderate,84.19,20.07,74.82,3778.05
Oil Service Boat,Escravos-Lagos,107.64,Ammonia,7027.55,966.29,Moderate,92.58,17.8,71.84,6324.8
Oil Service Boat,Lagos-Apapa,102.83,LNG,9130.71,18832.09,Calm,79.47,21.58,86.48,4108.82
Oil Service Boat,Lagos-Apapa,109.78,LNG,5215.5,10756.97,Calm,85.97,17.8,88.28,2346.98
Oil Service Boat,Lagos-Apapa,99.0,Hydrogen,13523.27,0.0,Stormy,80.59,22.78,57.95,20284.9
Surfer Boat,Lagos-Apapa,124.39,Methanol,2589.28,6408.47,Calm,76.43,18.28,80.51,1812.5
Surfer Boat,Lagos-Apapa,35.49,Diesel,663.47,1733.32,Calm,85.55,18.41,56.77,398.08
Surfer Boat,Lagos-Apapa,29.82,Methanol,1175.93,2910.43,Calm,90.36,23.15,87.57,823.15
Surfer Boat,Warri-Bonny,22.93,Diesel,526.11,1374.46,Calm,82.63,16.05,82.85,315.67
Surfer Boat,Lagos-Apapa,106.39,HFO,1694.62,4660.2,Stormy,83.92,12.01,97.83,847.31
Surfer Boat,Port Harcourt-Lagos,41.39,LNG,217.07,447.71,Stormy,91.94,10.43,53.45,97.68
Surfer Boat,Port Harcourt-Lagos,169.27,Ammonia,5361.83,737.25,Moderate,74.52,21.33,52.85,4825.65
Surfer Boat,Warri-Bonny,26.02,Ammonia,809.79,111.35,Calm,75.74,19.3,64.11,728.81
Surfer Boat,Lagos-Apapa,75.76,Diesel,2259.92,5904.04,Stormy,84.86,20.56,63.09,1355.95
Surfer Boat,Lagos-Apapa,168.63,LNG,1247.77,2573.53,Moderate,82.94,13.19,62.35,561.5
Surfer Boat,Lagos-Apapa,110.94,HFO,938.4,2580.6,Moderate,75.44,12.05,95.31,469.2
Surfer Boat,Lagos-Apapa,122.78,Hydrogen,1809.29,0.0,Moderate,80.26,10.22,62.48,2713.94
Tanker Ship,Warri-Bonny,433.21,Hydrogen,33290.55,0.0,Stormy,88.87,15.26,63.6,49935.82
Tanker Ship,Port Harcourt-Lagos,334.98,LNG,28729.83,59255.27,Calm,90.46,18.85,87.97,12928.42
Tanker Ship,Escravos-Lagos,481.76,Methanol,20810.7,51506.48,Moderate,75.13,15.88,72.49,14567.49
Tanker Ship,Escravos-Lagos,402.08,Methanol,31027.88,76794.0,Stormy,91.76,16.56,88.84,21719.52
Tanker Ship,Lagos-Apapa,297.05,LNG,26103.9,53839.29,Moderate,85.4,23.56,53.27,11746.76
Tanker Ship,Escravos-Lagos,443.05,HFO,14092.3,38753.82,Moderate,89.42,15.22,74.38,7046.15
Tanker Ship,Lagos-Apapa,487.89,Diesel,21447.46,56031.49,Calm,76.15,17.71,51.68,12868.48
Tanker Ship,Lagos-Apapa,95.46,LNG,5502.91,11349.75,Stormy,71.27,21.75,53.13,2476.31
Tanker Ship,Escravos-Lagos,91.92,LNG,6709.44,13838.22,Calm,85.46,15.95,95.32,3019.25
Tanker Ship,Escravos-Lagos,419.53,Diesel,15241.24,39817.74,Calm,75.05,19.33,56.96,9144.74
Tanker Ship,Port Harcourt-Lagos,145.54,Ammonia,19546.24,2687.61,Moderate,81.18,22.94,76.62,17591.62
Tanker Ship,Escravos-Lagos,413.22,HFO,36186.23,99512.13,Moderate,91.25,24.24,70.55,18093.12
Tanker Ship,Escravos-Lagos,451.7,LNG,14296.14,29485.79,Stormy,91.18,12.21,67.37,6433.26
Tanker Ship,Warri-Bonny,85.88,LNG,9648.69,19900.42,Moderate,71.33,23.9,94.99,4341.91
Tanker Ship,Port Harcourt-Lagos,413.41,LNG,19308.86,39824.52,Moderate,77.7,17.38,51.09,8688.99
Tanker Ship,Port Harcourt-Lagos,401.31,LNG,19854.69,40950.3,Stormy,74.27,13.87,83.19,8934.61
Tanker Ship,Warri-Bonny,90.09,Diesel,4620.76,12071.74,Calm,78.3,16.89,98.17,2772.46
Tanker Ship,Port Harcourt-Lagos,443.98,HFO,38087.84,104741.56,Calm,73.5,24.7,78.01,19043.92
Tanker Ship,Port Harcourt-Lagos,209.07,LNG,18983.93,39154.36,Calm,88.15,17.39,96.84,8542.77
Tanker Ship,Warri-Bonny,257.09,LNG,6573.13,13557.08,Stormy,86.41,14.93,52.61,2957.91
Tanker Ship,Port Harcourt-Lagos,300.22,HFO,22020.82,60557.26,Stormy,83.63,19.5,70.94,11010.41
Tanker Ship,Lagos-Apapa,81.86,Methanol,3337.57,8260.49,Moderate,81.01,13.6,63.01,2336.3
Tanker Ship,Port Harcourt-Lagos,139.61,Diesel,2775.49,7250.97,Stormy,77.59,11.14,86.54,1665.29
Tanker Ship,Escravos-Lagos,183.15,LNG,6811.24,14048.18,Moderate,89.37,11.93,99.06,3065.06
Fishing Trawler,Port Harcourt-Lagos,160.56,Methanol,2668.4,6604.29,Calm,82.24,11.92,62.83,1867.88
Fishing Trawler,Escravos-Lagos,145.81,HFO,2627.26,7224.96,Calm,89.97,12.28,82.71,1313.63
Fishing Trawler,Port Harcourt-Lagos,96.41,HFO,1328.92,3654.53,Stormy,91.61,12.08,59.9,664.46
Fishing Trawler,Lagos-Apapa,158.06,Methanol,8210.57,20321.16,Stormy,83.93,19.61,78.27,5747.4
Fishing Trawler,Warri-Bonny,53.29,LNG,1125.49,2321.32,Calm,71.48,12.73,73.2,506.47
Fishing Trawler,Lagos-Apapa,85.31,LNG,3537.15,7295.37,Stormy,72.96,15.19,98.6,1591.72
Fishing Trawler,Port Harcourt-Lagos,165.1,Methanol,11033.97,27309.08,Calm,84.45,23.45,80.43,7723.78
Fishing Trawler,Lagos-Apapa,101.36,Methanol,3022.88,7481.63,Stormy,77.68,17.11,67.48,2116.02
Fishing Trawler,Lagos-Apapa,153.14,Hydrogen,10617.01,0.0,Moderate,74.69,20.01,55.7,15925.52
Fishing Trawler,Lagos-Apapa,120.46,LNG,2103.35,4338.16,Stormy,90.81,12.58,57.56,946.51
Fishing Trawler,Port Harcourt-Lagos,181.21,Diesel,2684.74,7013.88,Calm,88.54,12.88,61.27,1610.84
Fishing Trawler,Warri-Bonny,120.73,Diesel,1253.11,3273.75,Stormy,88.49,10.61,62.55,751.87
Surfer Boat,Escravos-Lagos,182.3,HFO,2281.47,6274.04,Stormy,73.37,12.53,92.53,1140.73
Surfer Boat,Lagos-Apapa,129.98,LNG,1962.28,4047.2,Stormy,82.94,14.18,78.06,883.03
Surfer Boat,Port Harcourt-Lagos,70.79,Diesel,598.77,1564.29,Stormy,73.47,12.66,76.17,359.26
Surfer Boat,Port Harcourt-Lagos,61.06,Ammonia,448.74,61.7,Calm,70.52,11.33,55.74,403.87
Surfer Boat,Lagos-Apapa,88.17,LNG,1479.96,3052.42,Moderate,74.24,11.81,93.01,665.98
Surfer Boat,Escravos-Lagos,139.53,LNG,4464.12,9207.25,Moderate,93.28,16.91,86.14,2008.85
Surfer Boat,Warri-Bonny,165.59,Diesel,1296.94,3388.26,Stormy,88.81,13.1,53.38,778.16
Surfer Boat,Port Harcourt-Lagos,132.09,HFO,2265.22,6229.36,Calm,72.72,15.46,85.39,1132.61
Surfer Boat,Escravos-Lagos,100.0,HFO,1726.25,4747.19,Moderate,80.65,17.55,77.18,863.12
Surfer Boat,Port Harcourt-Lagos,136.08,Diesel,1941.51,5072.19,Stormy,81.38,20.36,54.09,1164.91
Surfer Boat,Port Harcourt-Lagos,124.83,HFO,994.81,2735.73,Stormy,82.66,10.59,72.92,497.4
Surfer Boat,Escravos-Lagos,118.09,LNG,4947.46,10204.14,Moderate,81.76,21.99,74.23,2226.36
Oil Service Boat,Lagos-Apapa,117.25,Ammonia,7360.36,1012.05,Calm,75.07,19.42,58.29,6624.32
Oil Service Boat,Warri-Bonny,57.99,Ammonia,1758.51,241.8,Moderate,87.62,11.23,97.28,1582.66
Oil Service Boat,Escravos-Lagos,131.32,LNG,11313.66,23334.42,Calm,70.47,23.1,92.5,5091.15
Oil Service Boat,Port Harcourt-Lagos,148.86,HFO,13658.79,37561.67,Calm,86.05,23.81,83.45,6829.4
Oil Service Boat,Escravos-Lagos,52.62,Ammonia,1120.32,154.04,Stormy,86.25,10.92,73.11,1008.29
Oil Service Boat,Escravos-Lagos,69.74,Ammonia,2112.36,290.45,Moderate,86.93,14.15,70.59,1901.12
Oil Service Boat,Escravos-Lagos,82.64,HFO,6374.64,17530.26,Moderate,86.02,22.09,82.55,3187.32
Oil Service Boat,Escravos-Lagos,132.53,Methanol,9250.21,22894.27,Moderate,75.84,21.22,77.27,6475.15
Oil Service Boat,Warri-Bonny,126.28,Diesel,2054.01,5366.1,Stormy,87.18,12.77,53.11,1232.41
Oil Service Boat,Escravos-Lagos,117.94,Methanol,3788.47,9376.46,Calm,93.67,13.14,75.63,2651.93
Oil Service Boat,Escravos-Lagos,139.85,Hydrogen,15414.66,0.0,Calm,82.81,15.56,90.32,23121.99
Oil Service Boat,Escravos-Lagos,134.09,HFO,4354.69,11975.4,Stormy,78.91,17.27,72.96,2177.34
Tanker Ship,Lagos-Apapa,434.8,Ammonia,22171.86,3048.63,Moderate,78.4,19.27,52.6,19954.67
Tanker Ship,Warri-Bonny,493.98,LNG,24218.22,49950.08,Moderate,91.82,15.53,89.31,10898.2
Tanker Ship,Port Harcourt-Lagos,287.51,Hydrogen,36112.85,0.0,Stormy,83.31,16.94,60.07,54169.28
Tanker Ship,Warri-Bonny,224.96,Diesel,14519.0,37930.89,Calm,74.07,21.21,62.93,8711.4
Tanker Ship,Lagos-Apapa,434.88,Methanol,6344.98,15703.83,Moderate,87.11,10.55,58.24,4441.49
Tanker Ship,Port Harcourt-Lagos,138.94,HFO,3338.6,9181.15,Calm,88.16,13.79,66.51,1669.3
Tanker Ship,Lagos-Apapa,193.37,Diesel,14609.94,38168.47,Stormy,93.88,20.7,87.84,8765.96
Tanker Ship,Lagos-Apapa,326.34,HFO,36019.58,99053.84,Calm,80.4,23.43,75.97,18009.79
Tanker Ship,Escravos-Lagos,374.57,Hydrogen,31763.36,0.0,Stormy,83.39,17.68,60.24,47645.04
Tanker Ship,Lagos-Apapa,117.33,Methanol,9008.17,22295.22,Moderate,91.01,17.98,93.89,6305.72
Tanker Ship,Port Harcourt-Lagos,251.01,Ammonia,9027.15,1241.23,Calm,94.49,11.61,93.98,8124.44
Tanker Ship,Warri-Bonny,285.5,Ammonia,20981.0,2884.89,Moderate,90.37,16.71,93.53,18882.9
Tanker Ship,Lagos-Apapa,402.44,HFO,16586.29,45612.3,Calm,87.32,17.99,61.94,8293.14
Tanker Ship,Warri-Bonny,169.3,Diesel,4942.2,12911.5,Moderate,79.54,13.64,72.56,2965.32
Tanker Ship,Lagos-Apapa,279.76,HFO,15652.73,43045.01,Calm,72.53,14.04,99.25,7826.36
Tanker Ship,Warri-Bonny,174.35,HFO,8589.33,23620.66,Calm,72.44,15.66,88.6,4294.66
Tanker Ship,Lagos-Apapa,127.34,HFO,1245.23,3424.38,Moderate,75.52,10.3,51.36,622.62
Tanker Ship,Escravos-Lagos,218.85,Diesel,6172.67,16126.1,Calm,87.04,14.83,53.26,3703.6
Tanker Ship,Escravos-Lagos,418.62,Diesel,13703.92,35801.49,Stormy,91.1,13.17,73.2,8222.35
Tanker Ship,Lagos-Apapa,159.07,HFO,7089.44,19495.96,Moderate,79.55,14.91,95.46,3544.72
Tanker Ship,Port Harcourt-Lagos,79.53,HFO,1715.0,4716.25,Calm,92.41,11.8,76.94,857.5
Tanker Ship,Port Harcourt-Lagos,283.93,HFO,33497.51,92118.15,Stormy,83.68,23.36,74.89,16748.76
Tanker Ship,Lagos-Apapa,139.19,Hydrogen,17877.39,0.0,Calm,89.53,18.9,55.27,26816.08
Tanker Ship,Warri-Bonny,63.6,Methanol,5039.89,12473.73,Calm,75.49,20.19,82.84,3527.92
Tanker Ship,Escravos-Lagos,286.01,Hydrogen,86407.18,0.0,Calm,77.97,21.84,91.11,129610.77
Tanker Ship,Escravos-Lagos,364.82,Diesel,16484.98,43067.01,Stormy,73.31,17.48,69.02,9890.99
Tanker Ship,Port Harcourt-Lagos,168.57,Diesel,3313.27,8655.92,Moderate,94.92,11.3,88.78,1987.96
Tanker Ship,Warri-Bonny,253.53,Methanol,22528.55,55758.16,Calm,79.68,18.06,98.22,15769.98
Tanker Ship,Escravos-Lagos,250.18,Diesel,13925.04,36379.17,Moderate,74.5,18.8,60.19,8355.02
Tanker Ship,Warri-Bonny,191.37,Diesel,12335.38,32226.18,Calm,85.43,21.18,76.17,7401.23
Tanker Ship,Port Harcourt-Lagos,456.34,HFO,19238.04,52904.61,Calm,85.45,16.47,64.36,9619.02
Tanker Ship,Warri-Bonny,66.22,HFO,2078.28,5715.27,Stormy,92.61,11.91,89.64,1039.14
Tanker Ship,Port Harcourt-Lagos,138.88,Diesel,4454.23,11636.68,Stormy,86.58,14.26,78.88,2672.54
Tanker Ship,Escravos-Lagos,120.66,Diesel,4388.9,11466.0,Calm,76.78,15.45,81.73,2633.34
Tanker Ship,Warri-Bonny,457.29,LNG,32753.73,67554.57,Stormy,78.25,19.69,89.9,14739.18
Tanker Ship,Warri-Bonny,67.46,HFO,4524.55,12442.51,Stormy,89.79,18.56,69.8,2262.28
Fishing Trawler,Escravos-Lagos,173.27,HFO,5797.18,15942.24,Calm,76.02,15.34,95.75,2898.59
Fishing Trawler,Escravos-Lagos,97.98,Methanol,7538.06,18656.7,Calm,78.52,24.8,76.65,5276.64
Fishing Trawler,Warri-Bonny,112.19,HFO,3868.07,10637.19,Calm,87.54,19.09,57.9,1934.04
Fishing Trawler,Escravos-Lagos,112.4,Diesel,2611.04,6821.34,Stormy,75.95,13.56,84.79,1566.62
Fishing Trawler,Port Harcourt-Lagos,91.87,Ammonia,2225.53,306.01,Moderate,70.14,11.53,89.66,2002.98
Fishing Trawler,Warri-Bonny,178.59,HFO,2288.27,6292.74,Stormy,72.1,12.29,65.84,1144.14
Fishing Trawler,Lagos-Apapa,184.79,HFO,5325.53,14645.21,Stormy,89.82,13.69,92.86,2662.76
Fishing Trawler,Lagos-Apapa,81.6,Diesel,1944.42,5079.8,Calm,76.18,12.41,95.31,1166.65
Fishing Trawler,Escravos-Lagos,101.55,Diesel,1439.29,3760.15,Moderate,84.2,12.8,63.85,863.57
Fishing Trawler,Escravos-Lagos,142.41,LNG,4756.57,9810.43,Stormy,83.42,14.28,99.18,2140.46
Fishing Trawler,Lagos-Apapa,97.76,Methanol,1702.86,4214.58,Stormy,93.69,12.6,57.04,1192.0
Fishing Trawler,Port Harcourt-Lagos,160.06,HFO,8690.35,23898.46,Calm,88.7,23.45,60.1,4345.18
Oil Service Boat,Lagos-Apapa,72.72,LNG,1016.18,2095.87,Moderate,87.7,11.2,59.21,457.28
Oil Service Boat,Port Harcourt-Lagos,21.93,LNG,1312.46,2706.95,Stormy,93.46,17.87,94.7,590.61
Oil Service Boat,Port Harcourt-Lagos,117.74,HFO,5262.86,14472.86,Stormy,72.19,16.16,82.71,2631.43
Oil Service Boat,Escravos-Lagos,64.46,LNG,4869.51,10043.36,Calm,70.44,24.74,57.61,2191.28
Oil Service Boat,Lagos-Apapa,120.9,Diesel,1775.01,4637.21,Moderate,77.1,11.68,72.02,1065.01
Oil Service Boat,Lagos-Apapa,79.01,Diesel,3194.98,8346.89,Stormy,87.26,15.97,80.76,1916.99
Oil Service Boat,Port Harcourt-Lagos,147.71,HFO,8842.76,24317.59,Stormy,89.82,24.54,54.17,4421.38
Oil Service Boat,Lagos-Apapa,60.84,Diesel,5434.03,14196.4,Moderate,90.3,22.98,94.12,3260.42
Oil Service Boat,Lagos-Apapa,115.48,Diesel,8269.18,21603.23,Moderate,81.0,22.26,90.18,4961.51
Oil Service Boat,Escravos-Lagos,44.58,Methanol,1410.93,3492.05,Moderate,76.26,13.87,75.26,987.65
Oil Service Boat,Escravos-Lagos,146.63,HFO,4254.53,11699.96,Stormy,70.06,12.56,98.36,2127.26
Oil Service Boat,Port Harcourt-Lagos,103.74,Diesel,5007.78,13082.83,Calm,90.56,20.03,70.89,3004.67
Tanker Ship,Port Harcourt-Lagos,387.52,Diesel,46371.99,121146.82,Calm,86.42,23.94,99.21,27823.19
Tanker Ship,Lagos-Apapa,378.23,Methanol,27644.78,68420.83,Calm,80.27,18.35,83.4,19351.35
Tanker Ship,Escravos-Lagos,381.22,LNG,23144.14,47734.79,Moderate,81.6,18.57,81.73,10414.86
Tanker Ship,Escravos-Lagos,457.94,LNG,13828.92,28522.15,Moderate,88.93,14.2,58.3,6223.01
Tanker Ship,Escravos-Lagos,417.58,Methanol,40603.75,100494.28,Moderate,79.37,21.54,94.1,28422.62
Tanker Ship,Port Harcourt-Lagos,88.81,Ammonia,3609.12,496.25,Calm,77.95,12.81,71.37,3248.21
Tanker Ship,Port Harcourt-Lagos,475.28,Diesel,11414.61,29820.67,Calm,85.98,14.86,58.11,6848.77
Tanker Ship,Warri-Bonny,210.7,LNG,7180.27,14809.31,Calm,89.24,16.38,50.63,3231.12
Tanker Ship,Lagos-Apapa,386.46,Methanol,20564.2,50896.4,Stormy,91.38,17.61,77.99,14394.94
Tanker Ship,Port Harcourt-Lagos,211.36,Hydrogen,20377.96,0.0,Calm,76.78,13.64,76.37,30566.94
Tanker Ship,Lagos-Apapa,108.32,Ammonia,4396.4,604.5,Calm,85.79,11.72,85.97,3956.76
Tanker Ship,Escravos-Lagos,203.07,Diesel,17439.92,45561.79,Calm,88.81,19.16,94.51,10463.95
Oil Service Boat,Escravos-Lagos,66.44,HFO,1250.05,3437.64,Calm,93.47,14.33,53.97,625.02
Oil Service Boat,Port Harcourt-Lagos,51.1,Diesel,2378.8,6214.62,Moderate,89.31,18.72,86.57,1427.28
Oil Service Boat,Warri-Bonny,129.13,Methanol,2769.96,6855.65,Moderate,72.01,12.32,59.37,1938.97
Oil Service Boat,Escravos-Lagos,144.33,Diesel,5743.81,15005.7,Stormy,88.69,17.22,92.91,3446.29
Oil Service Boat,Warri-Bonny,85.67,Diesel,4874.98,12735.89,Stormy,86.48,17.99,90.95,2924.99
Oil Service Boat,Port Harcourt-Lagos,37.39,Methanol,759.03,1878.6,Calm,88.88,10.78,77.04,531.32
Oil Service Boat,Escravos-Lagos,140.94,Diesel,4022.85,10509.7,Calm,94.28,15.05,85.51,2413.71
Oil Service Boat,Warri-Bonny,137.41,Ammonia,3367.28,463.0,Calm,83.64,12.02,65.72,3030.55
Oil Service Boat,Escravos-Lagos,91.91,Diesel,1492.11,3898.14,Stormy,75.59,10.95,73.56,895.27
